X,Y
3.745401188473625,18.410297701897214
9.50714306409916,34.92341449136575
7.319939418114051,29.143339807413156
5.986584841970366,20.984616696709313
1.5601864044243652,11.241215437598072
1.5599452033620265,12.394060753109573
0.5808361216819946,11.698296454529016
8.661761457749352,31.94874393670076
6.011150117432088,23.416463146509887
7.080725777960454,27.238663246712292
0.20584494295802447,9.448339064278223
9.699098521619943,36.754797784179196
8.324426408004218,30.913758816478577
2.1233911067827616,14.396708186574996
1.8182496720710062,12.648904114909099
1.8340450985343382,14.439425276668793
3.0424224295953772,14.723161101031428
5.247564316322379,22.0873686557716
4.319450186421157,19.174134252999156
2.9122914019804194,12.809844309677022
6.118528947223795,25.947827395800537
1.3949386065204183,11.706926363921033
2.9214464853521815,15.774566369341468
3.663618432936917,17.521681032060457
4.56069984217036,17.851358042410254
7.851759613930136,29.71398819625969
1.9967378215835974,12.304784431697252
5.142344384136116,20.82247861396511
5.924145688620425,24.449865642529257
0.46450412719997725,9.201614095229008
6.075448519014383,28.99871735946421
1.7052412368729153,12.464879336282424
0.6505159298527952,9.466648571003915
9.488855372533333,35.317674286067664
9.656320330745594,32.1314185616387
8.08397348116461,31.198892692595397
3.0461376917337066,16.258873495083176
0.9767211400638387,14.856647645162088
6.842330265121569,27.14226886580246
4.4015249373960135,20.80766949685527
1.2203823484477883,10.591723505932878
4.951769101112702,19.51795122809904
0.34388521115218396,10.317301262486593
9.093204020787821,35.78347812773701
2.587799816000169,16.345463342086603
6.62522284353982,25.05689362102998
3.1171107608941098,19.156920904554525
5.200680211778108,19.798338509749765
5.4671027934327965,24.57502256789893
1.8485445552552704,16.92654491738577
9.695846277645586,34.10646618267538
7.7513282336111455,29.12138924162789
9.394989415641891,35.38427097710096
8.948273504276488,32.83786920459707
5.978999788110851,21.83567250220029
9.218742350231167,34.79335300030556
0.884925020519195,7.530167634105375
1.959828624191452,13.82667073384472
0.45227288910538066,6.517970198848536
3.2533033076326436,19.859778732933012
3.8867728968948203,17.09381210601199
2.713490317738959,14.496347920805526
8.287375091519294,33.48915970929722
3.567533266935893,15.240871167939769
2.8093450968738076,15.882955159829683
5.426960831582485,25.89516800331231
1.4092422497476265,8.012760280120425
8.021969807540398,31.435177139685802
0.7455064367977082,9.756284898889971
9.868869366005173,38.170253841570144
7.722447692966574,27.693441657143556
1.987156815341724,10.320557219856621
0.05522117123602399,8.209546644941867
8.154614284548341,32.05781220011139
7.068573438476172,28.70670601612027
7.2900716804098735,29.56311146022357
7.712703466859457,28.77806095742139
0.7404465173409036,9.685846946344718
3.5846572854427263,18.34011680292554
1.1586905952512971,9.047368949701156
8.631034258755935,36.62465179855732
6.232981268275579,26.64660964665031
3.308980248526492,14.544333751174179
0.6355835028602363,10.219857725848367
3.109823217156622,14.380106311015222
3.2518332202674705,18.329668868287314
7.29606178338064,31.20537650815673
6.3755747135521315,24.48535950395297
8.872127425763265,35.543134535778435
4.722149251619493,21.99200960873148
1.195942459383017,12.23194769813803
7.13244787222995,32.19092958199774
7.607850486168974,29.332775226501184
5.612771975694963,22.33084359836991
7.70967179954561,28.349986539385785
4.937955963643907,20.182247321000844
5.227328293819941,22.527781462631616
4.275410183585496,20.508534500389775
0.2541912674409519,8.315955400982894
1.0789142699330445,11.891109307871181
